ticker_i,ticker_j,corr,pvalue,rel_type
XOM,INTC,0.025873204693198204,0.630020797252655,unconnected
XOM,PG,-0.07260628789663315,0.17595385015010834,unconnected
XOM,CSCO,-0.1447383165359497,0.006758593954145908,unconnected
XOM,KO,0.10193035751581192,0.05712638050317764,unconnected
XOM,GE,-0.05514355003833771,0.3043011724948883,unconnected
XOM,AMAT,0.11045882850885391,0.03916456550359726,unconnected
XOM,MS,-0.17239540815353394,0.0012236901093274355,unconnected
XOM,UNH,-0.07942916452884674,0.13863959908485413,unconnected
XOM,MRK,-0.1027207002043724,0.05521615967154503,unconnected
XOM,GS,-0.17315900325775146,0.0011628468055278063,unconnected
XOM,RTX,0.002551028272137046,0.9621249437332153,unconnected
XOM,WFC,-0.22359421849250793,2.4912615117500536e-05,unconnected
XOM,PM,-0.05994318798184395,0.2640719711780548,unconnected
XOM,IBM,0.05991480126976967,0.2642984986305237,unconnected
XOM,AXP,0.1279163360595703,0.016805704683065414,unconnected
XOM,C,-0.22294020652770996,2.6347093807999045e-05,upstream
XOM,MCD,0.07488503307104111,0.16274183988571167,unconnected
XOM,PEP,0.0408952496945858,0.446320503950119,unconnected
XOM,TXN,-0.02578144520521164,0.6312358975410461,unconnected
XOM,VZ,-0.08030515909194946,0.13432562351226807,unconnected
XOM,AMGN,-0.04362955689430237,0.41648775339126587,unconnected
XOM,NEE,-0.03378116711974144,0.529349148273468,unconnected
XOM,T,0.08305937796831131,0.12143252044916153,unconnected
XOM,BA,0.07569999992847443,0.15820170938968658,unconnected
XOM,TJX,-0.10057578235864639,0.06052740290760994,unconnected
XOM,GILD,0.11935099214315414,0.025771524757146835,unconnected
XOM,ABT,0.12040736526250839,0.024479752406477928,unconnected
XOM,SCHW,-0.034659892320632935,0.5186870098114014,unconnected
XOM,DE,-0.04555872827768326,0.3961630165576935,unconnected
XOM,ETN,0.012822999618947506,0.8113354444503784,unconnected
XOM,PFE,-0.1118730679154396,0.03670549765229225,unconnected
XOM,UNP,-0.2066642940044403,0.00010064901289297268,unconnected
XOM,WELL,-0.05063215270638466,0.3456309735774994,unconnected
XOM,HON,-0.09713412076234818,0.06992553174495697,upstream
JNJ,ORCL,0.003400625428184867,0.9495258331298828,unconnected
JNJ,COST,0.1606527864933014,0.0026120576076209545,unconnected
JNJ,NFLX,-0.2056368887424469,0.00010916525934590027,unconnected
JNJ,BAC,-0.027658652514219284,0.6065865755081177,unconnected
JNJ,ABBV,0.15782509744167328,0.003112644888460636,unconnected
JNJ,CAT,0.1971111297607422,0.00021093488612677902,unconnected
JNJ,CVX,-0.24352678656578064,4.172276476310799e-06,unconnected
JNJ,HD,0.46041274070739746,1.0304503606946748e-19,unconnected
JNJ,INTC,-0.018366768956184387,0.7324123978614807,unconnected
JNJ,PG,0.5828450918197632,3.869719688725293e-33,unconnected
JNJ,CSCO,0.48642203211784363,3.9571959016915635e-22,unconnected
JNJ,KO,0.1339920312166214,0.012227622792124748,unconnected
JNJ,GE,-0.2521577775478363,1.8321098878004705e-06,unconnected
JNJ,AMAT,0.010857672430574894,0.8398253917694092,unconnected
JNJ,MS,0.0428093820810318,0.4253108501434326,unconnected
JNJ,UNH,0.6782580018043518,0.0,unconnected
JNJ,MRK,-0.03834065794944763,0.4752543568611145,unconnected
JNJ,GS,0.006982256192713976,0.8965885639190674,unconnected
JNJ,RTX,0.08062653988599777,0.13276900351047516,unconnected
JNJ,WFC,0.06637643277645111,0.21611298620700836,unconnected
JNJ,PM,0.16645599901676178,0.001806701417081058,unconnected
JNJ,IBM,0.3020283877849579,8.556417796512505e-09,unconnected
JNJ,AXP,0.10177621245384216,0.05750522017478943,upstream
JNJ,C,-0.01151740737259388,0.8302366137504578,unconnected
JNJ,MCD,0.2545546591281891,1.4499756844088552e-06,unconnected
JNJ,PEP,0.034212786704301834,0.5240975618362427,unconnected
JNJ,TXN,0.0842287465929985,0.11625930666923523,unconnected
JNJ,VZ,-0.13780656456947327,0.00995146855711937,unconnected
JNJ,AMGN,0.46624985337257385,3.081094300982308e-20,unconnected
JNJ,NEE,-0.08444905281066895,0.11530426889657974,unconnected
JNJ,T,-0.4072043299674988,2.262477306400729e-15,unconnected
JNJ,BA,-0.5217254161834717,9.334977510064275e-26,unconnected
JNJ,TJX,0.06632493436336517,0.21647030115127563,unconnected
JNJ,GILD,-0.15333691239356995,0.004087985027581453,unconnected
JNJ,ABT,0.05701800808310509,0.2881322503089905,unconnected
JNJ,SCHW,0.12681393325328827,0.017780574038624763,unconnected
JNJ,DE,0.32579416036605835,4.505103512464359e-10,unconnected
JNJ,ETN,0.02051779069006443,0.7024838328361511,unconnected
JNJ,PFE,0.631016194820404,3.6883296619800645e-40,unconnected
JNJ,UNP,0.5326446294784546,5.752121424048903e-27,unconnected
