ticker_i,ticker_j,corr,pvalue,n_obs,rel_type
AMZN,CSCO,0.19813528656959534,0.00019516835163813084,349,unconnected
AMZN,KO,0.209689661860466,7.905667007435113e-05,349,unconnected
AMZN,GE,0.24181820452213287,4.8930633056443185e-06,349,unconnected
AMZN,AMAT,-0.035014186054468155,0.5144194960594177,349,unconnected
AMZN,MS,0.25991424918174744,8.520791539012862e-07,349,unconnected
AMZN,UNH,0.28207263350486755,8.328026268600297e-08,349,unconnected
AMZN,MRK,0.05602605268359184,0.2966154217720032,349,unconnected
AMZN,GS,0.2683945298194885,3.585910235415213e-07,349,unconnected
AMZN,RTX,0.06977380812168121,0.19346699118614197,349,unconnected
AMZN,WFC,0.2703412175178528,2.927296804955404e-07,349,unconnected
